 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   6,   projectile: electron
 #  Kinetic energy = 1.52383E+08 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
   1.47985029E+01  1.70370869E-02  3.26013E-13 -4.21420E-14  4.27757E-14 -5.52962E-15
   1.50452220E+01  1.76063381E-02  3.15386E-13 -4.03163E-14  4.20790E-14 -5.37926E-15
   1.52919450E+01  1.81847734E-02  3.05265E-13 -3.85926E-14  4.14045E-14 -5.23472E-15
   1.55386718E+01  1.87723818E-02  2.95620E-13 -3.69640E-14  4.07510E-14 -5.09570E-15
   1.57854026E+01  1.93691520E-02  2.86420E-13 -3.54239E-14  4.01177E-14 -4.96191E-15
   1.60321374E+01  1.99750728E-02  2.77639E-13 -3.39664E-14  3.95034E-14 -4.83308E-15
   1.62788763E+01  2.05901326E-02  2.69252E-13 -3.25858E-14  3.89075E-14 -4.70896E-15
   1.65256193E+01  2.12143196E-02  2.61235E-13 -3.12773E-14  3.83291E-14 -4.58932E-15
   1.67723665E+01  2.18476220E-02  2.53566E-13 -3.00360E-14  3.77674E-14 -4.47394E-15
   1.70191179E+01  2.24900278E-02  2.46227E-13 -2.88578E-14  3.72217E-14 -4.36261E-15
   1.72658737E+01  2.31415246E-02  2.39198E-13 -2.77386E-14  3.66913E-14 -4.25514E-15
   1.75126338E+01  2.38021002E-02  2.32463E-13 -2.66748E-14  3.61756E-14 -4.15134E-15
   1.77593983E+01  2.44717419E-02  2.26004E-13 -2.56630E-14  3.56740E-14 -4.05106E-15
   1.80061674E+01  2.51504369E-02  2.19807E-13 -2.47000E-14  3.51858E-14 -3.95412E-15
   1.82529410E+01  2.58381724E-02  2.13858E-13 -2.37829E-14  3.47106E-14 -3.86037E-15
   1.84997192E+01  2.65349353E-02  2.08144E-13 -2.29090E-14  3.42479E-14 -3.76968E-15
   1.87465020E+01  2.72407122E-02  2.02653E-13 -2.20758E-14  3.37971E-14 -3.68190E-15
   1.89932896E+01  2.79554898E-02  1.97373E-13 -2.12809E-14  3.33577E-14 -3.59691E-15
   1.92400821E+01  2.86792545E-02  1.92293E-13 -2.05222E-14  3.29295E-14 -3.51460E-15
   1.94868793E+01  2.94119924E-02  1.87404E-13 -1.97975E-14  3.25118E-14 -3.43484E-15
   1.97336815E+01  3.01536896E-02  1.82696E-13 -1.91052E-14  3.21044E-14 -3.35753E-15
   1.99804886E+01  3.09043320E-02  1.78161E-13 -1.84432E-14  3.17069E-14 -3.28257E-15
   2.02273008E+01  3.16639054E-02  1.73789E-13 -1.78101E-14  3.13188E-14 -3.20986E-15
   2.04741181E+01  3.24323952E-02  1.69573E-13 -1.72042E-14  3.09399E-14 -3.13931E-15
   2.07209405E+01  3.32097868E-02  1.65506E-13 -1.66241E-14  3.05699E-14 -3.07084E-15
   2.09677681E+01  3.39960654E-02  1.61581E-13 -1.60685E-14  3.02083E-14 -3.00435E-15
   2.12146011E+01  3.47912160E-02  1.57791E-13 -1.55361E-14  2.98550E-14 -2.93979E-15
   2.14614393E+01  3.55952236E-02  1.54131E-13 -1.50256E-14  2.95097E-14 -2.87706E-15
   2.17082829E+01  3.64080727E-02  1.50593E-13 -1.45360E-14  2.91720E-14 -2.81610E-15
   2.19551320E+01  3.72297480E-02  1.47174E-13 -1.40662E-14  2.88417E-14 -2.75684E-15
   2.22019866E+01  3.80602337E-02  1.43867E-13 -1.36153E-14  2.85187E-14 -2.69923E-15
   2.24488467E+01  3.88995142E-02  1.40668E-13 -1.31823E-14  2.82025E-14 -2.64319E-15
   2.26957125E+01  3.97475733E-02  1.37572E-13 -1.27662E-14  2.78931E-14 -2.58867E-15
   2.29425840E+01  4.06043949E-02  1.34575E-13 -1.23664E-14  2.75902E-14 -2.53561E-15
   2.31894612E+01  4.14699628E-02  1.31673E-13 -1.19821E-14  2.72935E-14 -2.48397E-15
   2.34363442E+01  4.23442604E-02  1.28861E-13 -1.16124E-14  2.70030E-14 -2.43369E-15
   2.36832331E+01  4.32272712E-02  1.26135E-13 -1.12567E-14  2.67184E-14 -2.38472E-15
   2.39301279E+01  4.41189782E-02  1.23494E-13 -1.09144E-14  2.64395E-14 -2.33703E-15
   2.41770286E+01  4.50193646E-02  1.20932E-13 -1.05849E-14  2.61661E-14 -2.29055E-15
   2.44239354E+01  4.59284131E-02  1.18447E-13 -1.02675E-14  2.58982E-14 -2.24526E-15
   2.46708483E+01  4.68461065E-02  1.16036E-13 -9.96173E-15  2.56354E-14 -2.20111E-15
   2.51646926E+01  4.87073578E-02  1.11423E-13 -9.38298E-15  2.51250E-14 -2.11609E-15
   2.56585620E+01  5.06029769E-02  1.07073E-13 -8.84480E-15  2.46338E-14 -2.03519E-15
   2.61524569E+01  5.25328192E-02  1.02965E-13 -8.34374E-15  2.41605E-14 -1.95816E-15
   2.66463778E+01  5.44967379E-02  9.90812E-14 -7.87671E-15  2.37043E-14 -1.88474E-15
   2.71403251E+01  5.64945834E-02  9.54066E-14 -7.44092E-15  2.32643E-14 -1.81473E-15
   2.76342993E+01  5.85262036E-02  9.19260E-14 -7.03384E-15  2.28395E-14 -1.74791E-15
   2.81283009E+01  6.05914437E-02  8.86259E-14 -6.65319E-15  2.24291E-14 -1.68408E-15
   2.86223303E+01  6.26901464E-02  8.54940E-14 -6.29690E-15  2.20325E-14 -1.62308E-15
   2.91163879E+01  6.48221520E-02  8.25192E-14 -5.96310E-15  2.16489E-14 -1.56474E-15
   2.96104742E+01  6.69872981E-02  7.96910E-14 -5.65008E-15  2.12777E-14 -1.50891E-15
   3.01045896E+01  6.91854198E-02  7.70000E-14 -5.35628E-15  2.09183E-14 -1.45545E-15
   3.05987347E+01  7.14163496E-02  7.44374E-14 -5.08030E-15  2.05701E-14 -1.40423E-15
   3.10929097E+01  7.36799178E-02  7.19953E-14 -4.82084E-15  2.02326E-14 -1.35512E-15
   3.15871153E+01  7.59759519E-02  6.96660E-14 -4.57672E-15  1.99052E-14 -1.30802E-15
   3.20813517E+01  7.83042771E-02  6.74429E-14 -4.34684E-15  1.95876E-14 -1.26281E-15
   3.25756195E+01  8.06647160E-02  6.53195E-14 -4.13023E-15  1.92793E-14 -1.21940E-15
   3.30699190E+01  8.30570890E-02  6.32899E-14 -3.92597E-15  1.89798E-14 -1.17769E-15
   3.35642507E+01  8.54812137E-02  6.13488E-14 -3.73322E-15  1.86887E-14 -1.13760E-15
   3.40586150E+01  8.79369057E-02  5.94909E-14 -3.55121E-15  1.84058E-14 -1.09905E-15
   3.45530124E+01  9.04239779E-02  5.77117E-14 -3.37923E-15  1.81307E-14 -1.06197E-15
   3.50474433E+01  9.29422408E-02  5.60068E-14 -3.21663E-15  1.78629E-14 -1.02627E-15
   3.55419081E+01  9.54915028E-02  5.43720E-14 -3.06280E-15  1.76023E-14 -9.91905E-16
   3.60364071E+01  9.80715697E-02  5.28036E-14 -2.91718E-15  1.73486E-14 -9.58797E-16
   3.65309409E+01  1.00682245E-01  5.12980E-14 -2.77926E-15  1.71014E-14 -9.26893E-16
   3.70255099E+01  1.03323330E-01  4.98520E-14 -2.64855E-15  1.68605E-14 -8.96135E-16
   3.75201144E+01  1.05994623E-01  4.84623E-14 -2.52462E-15  1.66256E-14 -8.66473E-16
   3.80147548E+01  1.08695922E-01  4.71262E-14 -2.40706E-15  1.63966E-14 -8.37856E-16
   3.85094316E+01  1.11427019E-01  4.58409E-14 -2.29547E-15  1.61731E-14 -8.10237E-16
   3.90041452E+01  1.14187708E-01  4.46038E-14 -2.18950E-15  1.59550E-14 -7.83574E-16
   3.94988959E+01  1.16977778E-01  4.34126E-14 -2.08883E-15  1.57422E-14 -7.57824E-16
   3.99936842E+01  1.19797017E-01  4.22650E-14 -1.99314E-15  1.55343E-14 -7.32947E-16
   4.04885105E+01  1.22645210E-01  4.11590E-14 -1.90215E-15  1.53312E-14 -7.08908E-16
   4.09833751E+01  1.25522140E-01  4.00925E-14 -1.81559E-15  1.51327E-14 -6.85670E-16
   4.14782785E+01  1.28427587E-01  3.90637E-14 -1.73321E-15  1.49387E-14 -6.63201E-16
   4.19732209E+01  1.31361332E-01  3.80709E-14 -1.65478E-15  1.47491E-14 -6.41468E-16
   4.24682029E+01  1.34323149E-01  3.71123E-14 -1.58008E-15  1.45635E-14 -6.20443E-16
   4.29632248E+01  1.37312814E-01  3.61864E-14 -1.50890E-15  1.43821E-14 -6.00095E-16
   4.34582870E+01  1.40330100E-01  3.52918E-14 -1.44105E-15  1.42044E-14 -5.80399E-16
   4.39533898E+01  1.43374775E-01  3.44270E-14 -1.37636E-15  1.40306E-14 -5.61328E-16
   4.44485336E+01  1.46446609E-01  3.35908E-14 -1.31466E-15  1.38604E-14 -5.42859E-16
   4.49437188E+01  1.49545368E-01  3.27819E-14 -1.25578E-15  1.36936E-14 -5.24967E-16
   4.54389458E+01  1.52670815E-01  3.19991E-14 -1.19959E-15  1.35303E-14 -5.07631E-16
   4.59342149E+01  1.55822712E-01  3.12414E-14 -1.14593E-15  1.33703E-14 -4.90829E-16
   4.64295265E+01  1.59000820E-01  3.05076E-14 -1.09469E-15  1.32134E-14 -4.74542E-16
   4.69248809E+01  1.62204896E-01  2.97967E-14 -1.04574E-15  1.30596E-14 -4.58751E-16
   4.74202785E+01  1.65434697E-01  2.91079E-14 -9.98966E-16  1.29088E-14 -4.43437E-16
   4.79157197E+01  1.68689976E-01  2.84402E-14 -9.54253E-16  1.27609E-14 -4.28582E-16
   4.84112047E+01  1.71970486E-01  2.77928E-14 -9.11504E-16  1.26158E-14 -4.14171E-16
   4.89067340E+01  1.75275976E-01  2.71648E-14 -8.70619E-16  1.24735E-14 -4.00188E-16
   4.94023078E+01  1.78606195E-01  2.65555E-14 -8.31511E-16  1.23337E-14 -3.86617E-16
   4.98979266E+01  1.81960890E-01  2.59642E-14 -7.94091E-16  1.21966E-14 -3.73443E-16
   5.03935906E+01  1.85339804E-01  2.53901E-14 -7.58279E-16  1.20619E-14 -3.60654E-16
   5.08893002E+01  1.88742682E-01  2.48327E-14 -7.23998E-16  1.19296E-14 -3.48235E-16
   5.13850558E+01  1.92169262E-01  2.42912E-14 -6.91176E-16  1.17996E-14 -3.36174E-16
   5.18808575E+01  1.95619285E-01  2.37650E-14 -6.59744E-16  1.16720E-14 -3.24459E-16
   5.23767059E+01  1.99092488E-01  2.32536E-14 -6.29638E-16  1.15465E-14 -3.13078E-16
   5.28726011E+01  2.02588607E-01  2.27565E-14 -6.00796E-16  1.14232E-14 -3.02020E-16
   5.33685435E+01  2.06107374E-01  2.22731E-14 -5.73160E-16  1.13020E-14 -2.91275E-16
   5.38645334E+01  2.09648522E-01  2.18029E-14 -5.46675E-16  1.11828E-14 -2.80832E-16
   5.43605711E+01  2.13211782E-01  2.13455E-14 -5.21289E-16  1.10656E-14 -2.70681E-16
   5.48566569E+01  2.16796882E-01  2.09004E-14 -4.96953E-16  1.09504E-14 -2.60813E-16
   5.53527912E+01  2.20403548E-01  2.04671E-14 -4.73620E-16  1.08369E-14 -2.51219E-16
   5.58489742E+01  2.24031507E-01  2.00452E-14 -4.51245E-16  1.07254E-14 -2.41890E-16
   5.63452062E+01  2.27680482E-01  1.96344E-14 -4.29785E-16  1.06156E-14 -2.32818E-16
   5.68414875E+01  2.31350196E-01  1.92343E-14 -4.09202E-16  1.05075E-14 -2.23995E-16
   5.73378185E+01  2.35040368E-01  1.88444E-14 -3.89456E-16  1.04011E-14 -2.15412E-16
   5.78341992E+01  2.38750718E-01  1.84646E-14 -3.70513E-16  1.02963E-14 -2.07064E-16
   5.83306302E+01  2.42480963E-01  1.80943E-14 -3.52336E-16  1.01932E-14 -1.98941E-16
   5.88271116E+01  2.46230819E-01  1.77333E-14 -3.34893E-16  1.00916E-14 -1.91039E-16
   5.93236437E+01  2.50000000E-01  1.73813E-14 -3.18154E-16  9.99148E-15 -1.83349E-16
   5.98202267E+01  2.53788220E-01  1.70381E-14 -3.02088E-16  9.89288E-15 -1.75866E-16
   6.03168610E+01  2.57595190E-01  1.67032E-14 -2.86667E-16  9.79572E-15 -1.68584E-16
   6.08135469E+01  2.61420620E-01  1.63765E-14 -2.71865E-16  9.69997E-15 -1.61497E-16
   6.13102844E+01  2.65264219E-01  1.60577E-14 -2.57655E-16  9.60560E-15 -1.54598E-16
   6.18070740E+01  2.69125693E-01  1.57465E-14 -2.44013E-16  9.51257E-15 -1.47883E-16
   6.23039159E+01  2.73004750E-01  1.54427E-14 -2.30916E-16  9.42086E-15 -1.41346E-16
   6.28008103E+01  2.76901093E-01  1.51460E-14 -2.18342E-16  9.33042E-15 -1.34982E-16
   6.32977574E+01  2.80814427E-01  1.48564E-14 -2.06270E-16  9.24122E-15 -1.28786E-16
   6.37947575E+01  2.84744452E-01  1.45734E-14 -1.94679E-16  9.15325E-15 -1.22754E-16
   6.42918109E+01  2.88690869E-01  1.42970E-14 -1.83549E-16  9.06647E-15 -1.16881E-16
   6.47889177E+01  2.92653379E-01  1.40269E-14 -1.72863E-16  8.98086E-15 -1.11162E-16
   6.52860782E+01  2.96631678E-01  1.37629E-14 -1.62602E-16  8.89638E-15 -1.05593E-16
   6.57832926E+01  3.00625466E-01  1.35049E-14 -1.52751E-16  8.81301E-15 -1.00171E-16
   6.62805611E+01  3.04634436E-01  1.32527E-14 -1.43292E-16  8.73073E-15 -9.48899E-17
   6.67778840E+01  3.08658284E-01  1.30061E-14 -1.34211E-16  8.64951E-15 -8.97477E-17
   6.72752615E+01  3.12696703E-01  1.27650E-14 -1.25491E-16  8.56933E-15 -8.47398E-17
   6.77726937E+01  3.16749387E-01  1.25291E-14 -1.17121E-16  8.49017E-15 -7.98629E-17
   6.82701808E+01  3.20816025E-01  1.22984E-14 -1.09086E-16  8.41199E-15 -7.51133E-17
   6.87677232E+01  3.24896309E-01  1.20727E-14 -1.01372E-16  8.33479E-15 -7.04877E-17
   6.92653209E+01  3.28989928E-01  1.18519E-14 -9.39687E-17  8.25855E-15 -6.59829E-17
   6.97629741E+01  3.33096570E-01  1.16357E-14 -8.68632E-17  8.18323E-15 -6.15957E-17
   7.02606831E+01  3.37215923E-01  1.14242E-14 -8.00441E-17  8.10882E-15 -5.73234E-17
   7.07584480E+01  3.41347672E-01  1.12171E-14 -7.35005E-17  8.03530E-15 -5.31624E-17
   7.12562690E+01  3.45491503E-01  1.10144E-14 -6.72222E-17  7.96266E-15 -4.91102E-17
   7.17541463E+01  3.49647100E-01  1.08158E-14 -6.11995E-17  7.89087E-15 -4.51641E-17
   7.22520800E+01  3.53814148E-01  1.06214E-14 -5.54221E-17  7.81991E-15 -4.13214E-17
   7.27500704E+01  3.57992328E-01  1.04310E-14 -4.98813E-17  7.74978E-15 -3.75794E-17
   7.32481175E+01  3.62181322E-01  1.02445E-14 -4.45681E-17  7.68045E-15 -3.39355E-17
   7.37462215E+01  3.66380812E-01  1.00617E-14 -3.94744E-17  7.61190E-15 -3.03873E-17
   7.42443826E+01  3.70590477E-01  9.88270E-15 -3.45917E-17  7.54412E-15 -2.69327E-17
   7.47426010E+01  3.74809998E-01  9.70724E-15 -2.99122E-17  7.47710E-15 -2.35691E-17
   7.52408767E+01  3.79039052E-01  9.53528E-15 -2.54286E-17  7.41082E-15 -2.02944E-17
   7.57392100E+01  3.83277318E-01  9.36673E-15 -2.11334E-17  7.34526E-15 -1.71064E-17
   7.62376009E+01  3.87524473E-01  9.20151E-15 -1.70203E-17  7.28041E-15 -1.40029E-17
   7.67360496E+01  3.91780193E-01  9.03952E-15 -1.30820E-17  7.21626E-15 -1.09818E-17
   7.72345562E+01  3.96044155E-01  8.88069E-15 -9.31287E-18  7.15279E-15 -8.04151E-18
   7.77331208E+01  4.00316033E-01  8.72493E-15 -5.70595E-18  7.08999E-15 -5.17992E-18
   7.82317436E+01  4.04595502E-01  8.57218E-15 -2.25582E-18  7.02785E-15 -2.39503E-18
   7.87304246E+01  4.08882237E-01  8.42235E-15  1.04320E-18  6.96635E-15  3.14726E-19
   7.92291641E+01  4.13175911E-01  8.27538E-15  4.19676E-18  6.90548E-15  2.95138E-18
   7.97279620E+01  4.17476197E-01  8.13119E-15  7.20959E-18  6.84523E-15  5.51655E-18
   8.02268185E+01  4.21782767E-01  7.98972E-15  1.00873E-17  6.78559E-15  8.01171E-18
   8.07257337E+01  4.26095294E-01  7.85090E-15  1.28346E-17  6.72655E-15  1.04385E-17
   8.12247077E+01  4.30413450E-01  7.71467E-15  1.54561E-17  6.66809E-15  1.27989E-17
   8.17237406E+01  4.34736904E-01  7.58097E-15  1.79560E-17  6.61020E-15  1.50940E-17
   8.22228324E+01  4.39065328E-01  7.44973E-15  2.03394E-17  6.55288E-15  1.73251E-17
   8.27219832E+01  4.43398393E-01  7.32091E-15  2.26096E-17  6.49611E-15  1.94943E-17
   8.32211931E+01  4.47735768E-01  7.19443E-15  2.47715E-17  6.43988E-15  2.16024E-17
   8.37204622E+01  4.52077124E-01  7.07026E-15  2.68282E-17  6.38419E-15  2.36514E-17
   8.42197906E+01  4.56422129E-01  6.94833E-15  2.87836E-17  6.32902E-15  2.56419E-17
   8.47191782E+01  4.60770452E-01  6.82859E-15  3.06416E-17  6.27437E-15  2.75757E-17
   8.52186252E+01  4.65121763E-01  6.71100E-15  3.24053E-17  6.22022E-15  2.94536E-17
   8.57181316E+01  4.69475730E-01  6.59551E-15  3.40781E-17  6.16656E-15  3.12774E-17
   8.62176975E+01  4.73832022E-01  6.48206E-15  3.56635E-17  6.11339E-15  3.30476E-17
   8.67173229E+01  4.78190306E-01  6.37062E-15  3.71643E-17  6.06070E-15  3.47664E-17
   8.72170078E+01  4.82550252E-01  6.26113E-15  3.85837E-17  6.00848E-15  3.64337E-17
   8.77167523E+01  4.86911526E-01  6.15356E-15  3.99244E-17  5.95672E-15  3.80514E-17
   8.82165564E+01  4.91273797E-01  6.04787E-15  4.11891E-17  5.90542E-15  3.96203E-17
   8.87164202E+01  4.95636732E-01  5.94401E-15  4.23808E-17  5.85456E-15  4.11413E-17
   8.92163436E+01  5.00000000E-01  5.84194E-15  4.35021E-17  5.80413E-15  4.26160E-17
   8.97163266E+01  5.04363268E-01  5.74162E-15  4.45553E-17  5.75414E-15  4.40447E-17
   9.02163694E+01  5.08726203E-01  5.64302E-15  4.55428E-17  5.70457E-15  4.54290E-17
   9.07164718E+01  5.13088474E-01  5.54610E-15  4.64670E-17  5.65542E-15  4.67692E-17
   9.12166340E+01  5.17449748E-01  5.45083E-15  4.73300E-17  5.60667E-15  4.80667E-17
   9.17168558E+01  5.21809694E-01  5.35717E-15  4.81343E-17  5.55833E-15  4.93220E-17
   9.22171373E+01  5.26167978E-01  5.26508E-15  4.88819E-17  5.51038E-15  5.05363E-17
   9.27174785E+01  5.30524270E-01  5.17454E-15  4.95743E-17  5.46282E-15  5.17103E-17
   9.32178794E+01  5.34878237E-01  5.08551E-15  5.02143E-17  5.41564E-15  5.28447E-17
   9.37183399E+01  5.39229548E-01  4.99796E-15  5.08032E-17  5.36884E-15  5.39407E-17
   9.42188600E+01  5.43577871E-01  4.91186E-15  5.13433E-17  5.32241E-15  5.49986E-17
   9.47194396E+01  5.47922876E-01  4.82718E-15  5.18358E-17  5.27634E-15  5.60199E-17
   9.52200789E+01  5.52264232E-01  4.74390E-15  5.22827E-17  5.23062E-15  5.70045E-17
   9.57207776E+01  5.56601607E-01  4.66198E-15  5.26858E-17  5.18526E-15  5.79537E-17
   9.62215359E+01  5.60934672E-01  4.58139E-15  5.30463E-17  5.14024E-15  5.88679E-17
   9.67223535E+01  5.65263096E-01  4.50212E-15  5.33663E-17  5.09556E-15  5.97479E-17
   9.72232305E+01  5.69586550E-01  4.42414E-15  5.36468E-17  5.05122E-15  6.05946E-17
   9.77241669E+01  5.73904706E-01  4.34741E-15  5.38895E-17  5.00720E-15  6.14083E-17
   9.82251625E+01  5.78217233E-01  4.27192E-15  5.40958E-17  4.96351E-15  6.21898E-17
   9.87262173E+01  5.82523803E-01  4.19765E-15  5.42665E-17  4.92014E-15  6.29398E-17
   9.92273312E+01  5.86824089E-01  4.12456E-15  5.44037E-17  4.87708E-15  6.36588E-17
   9.97285041E+01  5.91117763E-01  4.05264E-15  5.45086E-17  4.83432E-15  6.43476E-17
   1.00229736E+02  5.95404498E-01  3.98186E-15  5.45817E-17  4.79187E-15  6.50066E-17
   1.00731027E+02  5.99683967E-01  3.91220E-15  5.46248E-17  4.74972E-15  6.56367E-17
   1.01232376E+02  6.03955845E-01  3.84365E-15  5.46389E-17  4.70787E-15  6.62379E-17
   1.01733785E+02  6.08219807E-01  3.77617E-15  5.46248E-17  4.66630E-15  6.68114E-17
   1.02235252E+02  6.12475527E-01  3.70976E-15  5.45842E-17  4.62501E-15  6.73571E-17
   1.02736777E+02  6.16722682E-01  3.64439E-15  5.45176E-17  4.58401E-15  6.78761E-17
   1.03238361E+02  6.20960948E-01  3.58004E-15  5.44263E-17  4.54328E-15  6.83687E-17
   1.03740003E+02  6.25190002E-01  3.51669E-15  5.43111E-17  4.50282E-15  6.88349E-17
   1.04241703E+02  6.29409523E-01  3.45432E-15  5.41734E-17  4.46263E-15  6.92761E-17
   1.04743461E+02  6.33619188E-01  3.39293E-15  5.40133E-17  4.42271E-15  6.96923E-17
   1.05245278E+02  6.37818678E-01  3.33249E-15  5.38321E-17  4.38304E-15  7.00837E-17
   1.05747152E+02  6.42007672E-01  3.27297E-15  5.36309E-17  4.34362E-15  7.04514E-17
   1.06249083E+02  6.46185852E-01  3.21438E-15  5.34102E-17  4.30446E-15  7.07954E-17
   1.06751072E+02  6.50352900E-01  3.15669E-15  5.31709E-17  4.26554E-15  7.11164E-17
   1.07253119E+02  6.54508497E-01  3.09988E-15  5.29138E-17  4.22687E-15  7.14145E-17
   1.07755223E+02  6.58652328E-01  3.04394E-15  5.26396E-17  4.18844E-15  7.16906E-17
   1.08257384E+02  6.62784077E-01  2.98885E-15  5.23489E-17  4.15024E-15  7.19449E-17
   1.08759601E+02  6.66903430E-01  2.93461E-15  5.20426E-17  4.11228E-15  7.21774E-17
   1.09261876E+02  6.71010072E-01  2.88119E-15  5.17218E-17  4.07454E-15  7.23888E-17
   1.09764207E+02  6.75103691E-01  2.82858E-15  5.13862E-17  4.03703E-15  7.25800E-17
   1.10266595E+02  6.79183975E-01  2.77677E-15  5.10371E-17  3.99974E-15  7.27506E-17
   1.10769039E+02  6.83250613E-01  2.72574E-15  5.06750E-17  3.96267E-15  7.29012E-17
   1.11271539E+02  6.87303297E-01  2.67549E-15  5.03007E-17  3.92581E-15  7.30325E-17
   1.11774095E+02  6.91341716E-01  2.62599E-15  4.99144E-17  3.88916E-15  7.31446E-17
   1.12276706E+02  6.95365564E-01  2.57724E-15  4.95169E-17  3.85273E-15  7.32378E-17
   1.12779373E+02  6.99374534E-01  2.52923E-15  4.91086E-17  3.81650E-15  7.33124E-17
   1.13282096E+02  7.03368322E-01  2.48193E-15  4.86904E-17  3.78047E-15  7.33691E-17
   1.13784873E+02  7.07346621E-01  2.43535E-15  4.82621E-17  3.74464E-15  7.34077E-17
   1.14287705E+02  7.11309131E-01  2.38947E-15  4.78250E-17  3.70901E-15  7.34290E-17
   1.14790593E+02  7.15255548E-01  2.34427E-15  4.73793E-17  3.67357E-15  7.34328E-17
   1.15293534E+02  7.19185573E-01  2.29975E-15  4.69254E-17  3.63832E-15  7.34202E-17
   1.15796530E+02  7.23098907E-01  2.25590E-15  4.64638E-17  3.60326E-15  7.33907E-17
   1.16299580E+02  7.26995250E-01  2.21270E-15  4.59947E-17  3.56838E-15  7.33452E-17
   1.16802684E+02  7.30874307E-01  2.17015E-15  4.55186E-17  3.53369E-15  7.32833E-17
   1.17305841E+02  7.34735781E-01  2.12823E-15  4.50367E-17  3.49917E-15  7.32059E-17
   1.17809052E+02  7.38579380E-01  2.08694E-15  4.45486E-17  3.46483E-15  7.31131E-17
   1.18312316E+02  7.42404810E-01  2.04627E-15  4.40546E-17  3.43067E-15  7.30054E-17
   1.18815633E+02  7.46211780E-01  2.00621E-15  4.35557E-17  3.39668E-15  7.28823E-17
   1.19319002E+02  7.50000000E-01  1.96674E-15  4.30516E-17  3.36285E-15  7.27450E-17
   1.19822424E+02  7.53769181E-01  1.92786E-15  4.25431E-17  3.32919E-15  7.25932E-17
   1.20325898E+02  7.57519037E-01  1.88956E-15  4.20305E-17  3.29570E-15  7.24273E-17
   1.20829424E+02  7.61249282E-01  1.85184E-15  4.15141E-17  3.26237E-15  7.22479E-17
   1.21333002E+02  7.64959632E-01  1.81467E-15  4.09942E-17  3.22919E-15  7.20544E-17
   1.21836630E+02  7.68649804E-01  1.77806E-15  4.04711E-17  3.19618E-15  7.18480E-17
   1.22340310E+02  7.72319518E-01  1.74200E-15  3.99451E-17  3.16331E-15  7.16282E-17
   1.22844041E+02  7.75968493E-01  1.70648E-15  3.94168E-17  3.13060E-15  7.13954E-17
   1.23347822E+02  7.79596452E-01  1.67149E-15  3.88861E-17  3.09804E-15  7.11504E-17
   1.23851654E+02  7.83203118E-01  1.63703E-15  3.83533E-17  3.06563E-15  7.08926E-17
   1.24355535E+02  7.86788218E-01  1.60308E-15  3.78191E-17  3.03336E-15  7.06228E-17
   1.24859466E+02  7.90351478E-01  1.56964E-15  3.72831E-17  3.00123E-15  7.03408E-17
   1.25363446E+02  7.93892626E-01  1.53671E-15  3.67463E-17  2.96925E-15  7.00473E-17
   1.25867476E+02  7.97411393E-01  1.50427E-15  3.62084E-17  2.93740E-15  6.97420E-17
   1.26371554E+02  8.00907512E-01  1.47231E-15  3.56699E-17  2.90569E-15  6.94255E-17
   1.26875681E+02  8.04380715E-01  1.44085E-15  3.51308E-17  2.87411E-15  6.90978E-17
   1.27379856E+02  8.07830738E-01  1.40985E-15  3.45916E-17  2.84267E-15  6.87591E-17
   1.27884078E+02  8.11257318E-01  1.37933E-15  3.40524E-17  2.81136E-15  6.84096E-17
   1.28388348E+02  8.14660196E-01  1.34927E-15  3.35135E-17  2.78018E-15  6.80494E-17
   1.28892666E+02  8.18039110E-01  1.31967E-15  3.29749E-17  2.74912E-15  6.76792E-17
   1.29397030E+02  8.21393805E-01  1.29051E-15  3.24371E-17  2.71819E-15  6.72981E-17
   1.29901441E+02  8.24724024E-01  1.26181E-15  3.19003E-17  2.68738E-15  6.69075E-17
   1.30405898E+02  8.28029514E-01  1.23354E-15  3.13644E-17  2.65669E-15  6.65069E-17
   1.30910400E+02  8.31310024E-01  1.20571E-15  3.08298E-17  2.62612E-15  6.60968E-17
   1.31414949E+02  8.34565303E-01  1.17830E-15  3.02962E-17  2.59566E-15  6.56771E-17
   1.31919542E+02  8.37795104E-01  1.15132E-15  2.97648E-17  2.56533E-15  6.52478E-17
   1.32424180E+02  8.40999180E-01  1.12476E-15  2.92348E-17  2.53510E-15  6.48095E-17
   1.32928863E+02  8.44177288E-01  1.09861E-15  2.87071E-17  2.50499E-15  6.43623E-17
   1.33433590E+02  8.47329185E-01  1.07287E-15  2.81813E-17  2.47499E-15  6.39062E-17
   1.33938360E+02  8.50454632E-01  1.04753E-15  2.76577E-17  2.44510E-15  6.34415E-17
   1.34443174E+02  8.53553391E-01  1.02259E-15  2.71366E-17  2.41531E-15  6.29682E-17
   1.34948031E+02  8.56625225E-01  9.98042E-16  2.66181E-17  2.38563E-15  6.24865E-17
   1.35452931E+02  8.59669900E-01  9.73883E-16  2.61022E-17  2.35605E-15  6.19968E-17
   1.35957873E+02  8.62687186E-01  9.50109E-16  2.55890E-17  2.32657E-15  6.14987E-17
   1.36462857E+02  8.65676851E-01  9.26715E-16  2.50790E-17  2.29720E-15  6.09929E-17
   1.36967882E+02  8.68638668E-01  9.03695E-16  2.45722E-17  2.26792E-15  6.04790E-17
