    Radial grid:  A*(R(I)+R0)+B*LOG(R(I)+R0)+C=I

    R0= 1.78012201018E-08  RN= 3.77945225092E-04
     C= 4.98000000000E+02   N=  996

     A= 1.89832748621E+06   B= 2.78525012550E+01  C= 4.98000000000E+02

    I        R(I)         DIFR(I)
   ----------------------------------
   631  1.9535282E-04  4.8998234E-07
   632  1.9584284E-04  4.9006799E-07
   633  1.9633295E-04  4.9015325E-07
   634  1.9682315E-04  4.9023814E-07
   635  1.9731343E-04  4.9032264E-07
   636  1.9780379E-04  4.9040677E-07
   637  1.9829424E-04  4.9049053E-07
   638  1.9878477E-04  4.9057392E-07
   639  1.9927539E-04  4.9065694E-07
   640  1.9976609E-04  4.9073959E-07
   641  2.0025687E-04  4.9082188E-07
   642  2.0074773E-04  4.9090380E-07
   643  2.0123868E-04  4.9098537E-07
   644  2.0172970E-04  4.9106658E-07
   645  2.0222081E-04  4.9114744E-07
   646  2.0271200E-04  4.9122795E-07
   647  2.0320326E-04  4.9130810E-07
   648  2.0369461E-04  4.9138791E-07
   649  2.0418604E-04  4.9146737E-07
   650  2.0467755E-04  4.9154649E-07
   651  2.0516913E-04  4.9162527E-07
   652  2.0566080E-04  4.9170371E-07
   653  2.0615254E-04  4.9178181E-07
   654  2.0664436E-04  4.9185958E-07
   655  2.0713626E-04  4.9193701E-07
   656  2.0762823E-04  4.9201412E-07
   657  2.0812029E-04  4.9209089E-07
   658  2.0861242E-04  4.9216734E-07
   659  2.0910462E-04  4.9224347E-07
   660  2.0959690E-04  4.9231927E-07
   661  2.1008926E-04  4.9239475E-07
   662  2.1058169E-04  4.9246991E-07
   663  2.1107420E-04  4.9254476E-07
   664  2.1156678E-04  4.9261929E-07
   665  2.1205944E-04  4.9269351E-07
   666  2.1255217E-04  4.9276742E-07
   667  2.1304497E-04  4.9284102E-07
   668  2.1353785E-04  4.9291431E-07
   669  2.1403080E-04  4.9298730E-07
   670  2.1452383E-04  4.9305999E-07
   671  2.1501692E-04  4.9313237E-07
   672  2.1551009E-04  4.9320445E-07
   673  2.1600333E-04  4.9327624E-07
   674  2.1649664E-04  4.9334773E-07
   675  2.1699003E-04  4.9341893E-07
   676  2.1748348E-04  4.9348983E-07
   677  2.1797701E-04  4.9356044E-07
   678  2.1847060E-04  4.9363077E-07
   679  2.1896427E-04  4.9370080E-07
   680  2.1945800E-04  4.9377056E-07
   681  2.1995181E-04  4.9384002E-07
   682  2.2044568E-04  4.9390921E-07
   683  2.2093963E-04  4.9397811E-07
   684  2.2143364E-04  4.9404674E-07
   685  2.2192772E-04  4.9411509E-07
   686  2.2242187E-04  4.9418316E-07
   687  2.2291609E-04  4.9425096E-07
   688  2.2341037E-04  4.9431849E-07
   689  2.2390472E-04  4.9438575E-07
   690  2.2439914E-04  4.9445274E-07
   691  2.2489363E-04  4.9451946E-07
   692  2.2538818E-04  4.9458591E-07
   693  2.2588280E-04  4.9465210E-07
   694  2.2637748E-04  4.9471803E-07
   695  2.2687224E-04  4.9478369E-07
   696  2.2736705E-04  4.9484910E-07
   697  2.2786193E-04  4.9491425E-07
   698  2.2835688E-04  4.9497914E-07
   699  2.2885189E-04  4.9504378E-07
   700  2.2934697E-04  4.9510816E-07
   701  2.2984211E-04  4.9517229E-07
   702  2.3033731E-04  4.9523617E-07
   703  2.3083258E-04  4.9529980E-07
   704  2.3132791E-04  4.9536318E-07
   705  2.3182331E-04  4.9542631E-07
   706  2.3231876E-04  4.9548920E-07
   707  2.3281429E-04  4.9555185E-07
   708  2.3330987E-04  4.9561425E-07
   709  2.3380551E-04  4.9567641E-07
   710  2.3430122E-04  4.9573833E-07
   711  2.3479699E-04  4.9580002E-07
   712  2.3529282E-04  4.9586146E-07
   713  2.3578871E-04  4.9592267E-07
   714  2.3628467E-04  4.9598365E-07
   715  2.3678068E-04  4.9604439E-07
   716  2.3727675E-04  4.9610490E-07
   717  2.3777289E-04  4.9616519E-07
   718  2.3826909E-04  4.9622524E-07
   719  2.3876534E-04  4.9628506E-07
   720  2.3926166E-04  4.9634466E-07
   721  2.3975803E-04  4.9640403E-07
   722  2.4025446E-04  4.9646318E-07
   723  2.4075096E-04  4.9652210E-07
   724  2.4124751E-04  4.9658081E-07
   725  2.4174412E-04  4.9663929E-07
   726  2.4224079E-04  4.9669755E-07
   727  2.4273751E-04  4.9675560E-07
   728  2.4323430E-04  4.9681343E-07
   729  2.4373114E-04  4.9687104E-07
   730  2.4422804E-04  4.9692844E-07
   731  2.4472500E-04  4.9698562E-07
   732  2.4522201E-04  4.9704260E-07
   733  2.4571908E-04  4.9709936E-07
   734  2.4621621E-04  4.9715591E-07
   735  2.4671339E-04  4.9721225E-07
   736  2.4721063E-04  4.9726839E-07
   737  2.4770793E-04  4.9732432E-07
   738  2.4820528E-04  4.9738004E-07
   739  2.4870269E-04  4.9743556E-07
   740  2.4920015E-04  4.9749088E-07
   741  2.4969767E-04  4.9754600E-07
   742  2.5019524E-04  4.9760091E-07
   743  2.5069287E-04  4.9765562E-07
   744  2.5119056E-04  4.9771014E-07
   745  2.5168829E-04  4.9776446E-07
   746  2.5218608E-04  4.9781858E-07
   747  2.5268393E-04  4.9787250E-07
   748  2.5318183E-04  4.9792623E-07
   749  2.5367978E-04  4.9797977E-07
   750  2.5417779E-04  4.9803311E-07
   751  2.5467585E-04  4.9808626E-07
   752  2.5517396E-04  4.9813922E-07
   753  2.5567213E-04  4.9819200E-07
   754  2.5617035E-04  4.9824458E-07
   755  2.5666862E-04  4.9829698E-07
   756  2.5716694E-04  4.9834919E-07
   757  2.5766531E-04  4.9840121E-07
   758  2.5816374E-04  4.9845305E-07
   759  2.5866222E-04  4.9850470E-07
   760  2.5916075E-04  4.9855618E-07
   761  2.5965933E-04  4.9860747E-07
   762  2.6015797E-04  4.9865858E-07
   763  2.6065665E-04  4.9870951E-07
   764  2.6115539E-04  4.9876026E-07
   765  2.6165417E-04  4.9881083E-07
   766  2.6215301E-04  4.9886123E-07
   767  2.6265189E-04  4.9891145E-07
   768  2.6315083E-04  4.9896149E-07
   769  2.6364982E-04  4.9901136E-07
   770  2.6414885E-04  4.9906106E-07
   771  2.6464794E-04  4.9911058E-07
   772  2.6514707E-04  4.9915994E-07
   773  2.6564626E-04  4.9920912E-07
   774  2.6614549E-04  4.9925813E-07
   775  2.6664477E-04  4.9930697E-07
   776  2.6714411E-04  4.9935564E-07
   777  2.6764349E-04  4.9940415E-07
   778  2.6814291E-04  4.9945249E-07
   779  2.6864239E-04  4.9950066E-07
   780  2.6914191E-04  4.9954867E-07
   781  2.6964149E-04  4.9959652E-07
   782  2.7014111E-04  4.9964420E-07
   783  2.7064078E-04  4.9969172E-07
   784  2.7114049E-04  4.9973907E-07
   785  2.7164025E-04  4.9978627E-07
   786  2.7214006E-04  4.9983331E-07
   787  2.7263992E-04  4.9988018E-07
   788  2.7313982E-04  4.9992690E-07
   789  2.7363977E-04  4.9997346E-07
   790  2.7413977E-04  5.0001987E-07
   791  2.7463981E-04  5.0006612E-07
   792  2.7513990E-04  5.0011221E-07
   793  2.7564004E-04  5.0015815E-07
   794  2.7614022E-04  5.0020393E-07
   795  2.7664045E-04  5.0024956E-07
   796  2.7714072E-04  5.0029504E-07
   797  2.7764104E-04  5.0034037E-07
   798  2.7814140E-04  5.0038555E-07
   799  2.7864181E-04  5.0043057E-07
   800  2.7914226E-04  5.0047545E-07
   801  2.7964276E-04  5.0052018E-07
   802  2.8014330E-04  5.0056476E-07
   803  2.8064389E-04  5.0060919E-07
   804  2.8114452E-04  5.0065348E-07
   805  2.8164519E-04  5.0069762E-07
   806  2.8214591E-04  5.0074162E-07
   807  2.8264668E-04  5.0078547E-07
   808  2.8314748E-04  5.0082918E-07
   809  2.8364834E-04  5.0087275E-07
   810  2.8414923E-04  5.0091617E-07
   811  2.8465017E-04  5.0095945E-07
   812  2.8515115E-04  5.0100259E-07
   813  2.8565217E-04  5.0104559E-07
   814  2.8615324E-04  5.0108845E-07
   815  2.8665435E-04  5.0113117E-07
   816  2.8715550E-04  5.0117376E-07
   817  2.8765670E-04  5.0121620E-07
   818  2.8815794E-04  5.0125851E-07
   819  2.8865921E-04  5.0130069E-07
   820  2.8916054E-04  5.0134272E-07
   821  2.8966190E-04  5.0138463E-07
   822  2.9016331E-04  5.0142639E-07
   823  2.9066475E-04  5.0146803E-07
   824  2.9116624E-04  5.0150953E-07
   825  2.9166777E-04  5.0155090E-07
   826  2.9216934E-04  5.0159214E-07
   827  2.9267096E-04  5.0163324E-07
   828  2.9317261E-04  5.0167422E-07
   829  2.9367430E-04  5.0171506E-07
   830  2.9417604E-04  5.0175578E-07
   831  2.9467782E-04  5.0179636E-07
   832  2.9517963E-04  5.0183682E-07
   833  2.9568149E-04  5.0187715E-07
   834  2.9618339E-04  5.0191736E-07
   835  2.9668532E-04  5.0195744E-07
   836  2.9718730E-04  5.0199739E-07
   837  2.9768932E-04  5.0203722E-07
   838  2.9819138E-04  5.0207692E-07
   839  2.9869347E-04  5.0211650E-07
   840  2.9919561E-04  5.0215595E-07
   841  2.9969778E-04  5.0219528E-07
   842  3.0020000E-04  5.0223449E-07
   843  3.0070225E-04  5.0227358E-07
   844  3.0120455E-04  5.0231254E-07
   845  3.0170688E-04  5.0235139E-07
   846  3.0220925E-04  5.0239011E-07
   847  3.0271166E-04  5.0242872E-07
   848  3.0321411E-04  5.0246721E-07
   849  3.0371659E-04  5.0250557E-07
   850  3.0421912E-04  5.0254382E-07
   851  3.0472168E-04  5.0258196E-07
   852  3.0522428E-04  5.0261997E-07
   853  3.0572692E-04  5.0265787E-07
   854  3.0622960E-04  5.0269565E-07
   855  3.0673231E-04  5.0273332E-07
   856  3.0723506E-04  5.0277088E-07
   857  3.0773785E-04  5.0280831E-07
   858  3.0824068E-04  5.0284564E-07
   859  3.0874354E-04  5.0288285E-07
   860  3.0924645E-04  5.0291995E-07
   861  3.0974938E-04  5.0295694E-07
   862  3.1025236E-04  5.0299381E-07
   863  3.1075537E-04  5.0303057E-07
   864  3.1125842E-04  5.0306723E-07
   865  3.1176151E-04  5.0310377E-07
   866  3.1226463E-04  5.0314020E-07
   867  3.1276779E-04  5.0317653E-07
   868  3.1327098E-04  5.0321274E-07
   869  3.1377421E-04  5.0324885E-07
   870  3.1427748E-04  5.0328484E-07
   871  3.1478078E-04  5.0332073E-07
   872  3.1528412E-04  5.0335652E-07
   873  3.1578750E-04  5.0339220E-07
   874  3.1629091E-04  5.0342777E-07
   875  3.1679435E-04  5.0346323E-07
   876  3.1729783E-04  5.0349859E-07
   877  3.1780135E-04  5.0353385E-07
   878  3.1830490E-04  5.0356900E-07
   879  3.1880849E-04  5.0360405E-07
   880  3.1931211E-04  5.0363899E-07
   881  3.1981576E-04  5.0367384E-07
   882  3.2031946E-04  5.0370858E-07
   883  3.2082318E-04  5.0374321E-07
   884  3.2132694E-04  5.0377775E-07
   885  3.2183074E-04  5.0381218E-07
   886  3.2233457E-04  5.0384652E-07
   887  3.2283843E-04  5.0388075E-07
   888  3.2334233E-04  5.0391489E-07
   889  3.2384626E-04  5.0394892E-07
   890  3.2435023E-04  5.0398286E-07
   891  3.2485422E-04  5.0401670E-07
   892  3.2535826E-04  5.0405044E-07
   893  3.2586233E-04  5.0408408E-07
   894  3.2636643E-04  5.0411763E-07
   895  3.2687056E-04  5.0415107E-07
   896  3.2737473E-04  5.0418443E-07
   897  3.2787893E-04  5.0421768E-07
   898  3.2838316E-04  5.0425084E-07
   899  3.2888743E-04  5.0428391E-07
   900  3.2939173E-04  5.0431688E-07
   901  3.2989607E-04  5.0434975E-07
   902  3.3040043E-04  5.0438254E-07
   903  3.3090483E-04  5.0441522E-07
   904  3.3140926E-04  5.0444782E-07
   905  3.3191373E-04  5.0448032E-07
   906  3.3241822E-04  5.0451273E-07
   907  3.3292275E-04  5.0454505E-07
   908  3.3342731E-04  5.0457728E-07
   909  3.3393191E-04  5.0460941E-07
   910  3.3443653E-04  5.0464146E-07
   911  3.3494119E-04  5.0467341E-07
   912  3.3544588E-04  5.0470528E-07
   913  3.3595060E-04  5.0473705E-07
   914  3.3645535E-04  5.0476873E-07
   915  3.3696014E-04  5.0480033E-07
   916  3.3746495E-04  5.0483184E-07
   917  3.3796980E-04  5.0486326E-07
   918  3.3847468E-04  5.0489459E-07
   919  3.3897959E-04  5.0492583E-07
   920  3.3948453E-04  5.0495699E-07
   921  3.3998950E-04  5.0498806E-07
   922  3.4049451E-04  5.0501904E-07
   923  3.4099954E-04  5.0504994E-07
   924  3.4150461E-04  5.0508075E-07
   925  3.4200970E-04  5.0511148E-07
   926  3.4251483E-04  5.0514212E-07
   927  3.4301999E-04  5.0517267E-07
   928  3.4352517E-04  5.0520314E-07
   929  3.4403039E-04  5.0523353E-07
   930  3.4453564E-04  5.0526384E-07
   931  3.4504092E-04  5.0529406E-07
   932  3.4554623E-04  5.0532420E-07
   933  3.4605157E-04  5.0535425E-07
   934  3.4655694E-04  5.0538422E-07
   935  3.4706234E-04  5.0541412E-07
   936  3.4756777E-04  5.0544392E-07
   937  3.4807323E-04  5.0547365E-07
   938  3.4857871E-04  5.0550330E-07
   939  3.4908423E-04  5.0553287E-07
   940  3.4958978E-04  5.0556235E-07
   941  3.5009536E-04  5.0559176E-07
   942  3.5060096E-04  5.0562108E-07
   943  3.5110660E-04  5.0565033E-07
   944  3.5161226E-04  5.0567950E-07
   945  3.5211796E-04  5.0570859E-07
   946  3.5262368E-04  5.0573760E-07
   947  3.5312943E-04  5.0576653E-07
   948  3.5363521E-04  5.0579539E-07
   949  3.5414102E-04  5.0582416E-07
   950  3.5464686E-04  5.0585286E-07
   951  3.5515273E-04  5.0588149E-07
   952  3.5565863E-04  5.0591003E-07
   953  3.5616455E-04  5.0593851E-07
   954  3.5667050E-04  5.0596690E-07
   955  3.5717648E-04  5.0599522E-07
   956  3.5768249E-04  5.0602346E-07
   957  3.5818853E-04  5.0605163E-07
   958  3.5869460E-04  5.0607972E-07
   959  3.5920069E-04  5.0610774E-07
   960  3.5970681E-04  5.0613569E-07
   961  3.6021296E-04  5.0616356E-07
   962  3.6071914E-04  5.0619135E-07
   963  3.6122534E-04  5.0621908E-07
   964  3.6173158E-04  5.0624673E-07
   965  3.6223784E-04  5.0627431E-07
   966  3.6274413E-04  5.0630181E-07
   967  3.6325044E-04  5.0632925E-07
   968  3.6375678E-04  5.0635661E-07
   969  3.6426315E-04  5.0638390E-07
   970  3.6476955E-04  5.0641112E-07
   971  3.6527598E-04  5.0643826E-07
   972  3.6578243E-04  5.0646534E-07
   973  3.6628891E-04  5.0649235E-07
   974  3.6679541E-04  5.0651928E-07
   975  3.6730195E-04  5.0654615E-07
   976  3.6780850E-04  5.0657294E-07
   977  3.6831509E-04  5.0659967E-07
   978  3.6882170E-04  5.0662633E-07
   979  3.6932834E-04  5.0665292E-07
   980  3.6983501E-04  5.0667943E-07
   981  3.7034170E-04  5.0670589E-07
   982  3.7084842E-04  5.0673227E-07
   983  3.7135517E-04  5.0675858E-07
   984  3.7186194E-04  5.0678483E-07
   985  3.7236874E-04  5.0681101E-07
   986  3.7287556E-04  5.0683712E-07
   987  3.7338241E-04  5.0686317E-07
   988  3.7388929E-04  5.0688915E-07
   989  3.7439619E-04  5.0691506E-07
   990  3.7490312E-04  5.0694091E-07
   991  3.7541007E-04  5.0696669E-07
   992  3.7591705E-04  5.0699241E-07
   993  3.7642406E-04  5.0701806E-07
   994  3.7693109E-04  5.0704364E-07
   995  3.7743814E-04  5.0706916E-07
   996  3.7794523E-04  5.0709462E-07
